Date,Adj Close
9/23/2013,15.46
9/30/2013,16.74
10/7/2013,15.72
10/14/2013,13.04
10/21/2013,13.09
10/28/2013,13.28
11/4/2013,12.9
11/11/2013,12.19
11/18/2013,12.26
11/25/2013,13.7
12/2/2013,13.79
12/9/2013,15.76
12/16/2013,13.79
12/23/2013,12.46
12/30/2013,13.76
1/6/2014,12.14
1/13/2014,12.44
1/20/2014,18.139999
1/27/2014,18.41
2/3/2014,15.29
2/10/2014,13.57
2/17/2014,14.68
2/24/2014,14
3/3/2014,14.11
3/10/2014,17.82
3/17/2014,15
3/24/2014,14.41
3/31/2014,13.96
4/7/2014,17.030001
4/14/2014,13.36
4/21/2014,14.06
4/28/2014,12.91
5/5/2014,12.92
5/12/2014,12.44
5/19/2014,11.36
5/26/2014,11.4
6/2/2014,10.73
6/9/2014,12.18
6/16/2014,10.85
6/23/2014,11.26
6/30/2014,10.32
7/7/2014,12.08
7/14/2014,12.06
7/21/2014,12.69
7/28/2014,17.030001
8/4/2014,15.77
8/11/2014,13.15
8/18/2014,11.47
8/25/2014,12.09
9/1/2014,12.09
9/8/2014,13.31
9/15/2014,12.11
9/22/2014,14.85
9/29/2014,14.55
10/6/2014,21.24
10/13/2014,21.99
10/20/2014,16.110001
10/27/2014,14.03
11/3/2014,13.12
11/10/2014,13.31
11/17/2014,12.9
11/24/2014,13.33
12/1/2014,11.89
12/8/2014,21.08
12/15/2014,16.49
12/22/2014,14.5
12/29/2014,17.790001
1/5/2015,17.549999
1/12/2015,20.950001
1/19/2015,16.66
1/26/2015,20.969999
2/2/2015,17.290001
2/9/2015,14.69
2/16/2015,14.3
2/23/2015,13.34
3/2/2015,15.2
3/9/2015,16
3/16/2015,13.02
3/23/2015,15.07
3/30/2015,14.67
4/6/2015,12.58
4/13/2015,13.89
4/20/2015,12.29
4/27/2015,12.7
5/4/2015,12.86
5/11/2015,12.38
5/18/2015,12.13
5/25/2015,13.84
6/1/2015,14.21
6/8/2015,13.78
6/15/2015,13.96
6/22/2015,14.02
6/29/2015,16.790001
7/6/2015,16.83
7/13/2015,11.95
7/20/2015,13.74
7/27/2015,12.12
8/3/2015,13.39
8/10/2015,12.83
8/17/2015,28.030001
8/24/2015,26.049999
8/31/2015,27.799999
9/7/2015,23.200001
9/14/2015,22.280001
9/21/2015,23.620001
9/28/2015,20.940001
10/5/2015,17.08
10/12/2015,15.05
10/19/2015,14.46
10/26/2015,15.07
11/2/2015,14.33
11/9/2015,20.08
11/16/2015,15.47
11/23/2015,15.12
11/30/2015,14.81
12/7/2015,24.389999
12/14/2015,20.700001
12/21/2015,15.74
12/28/2015,18.209999
1/4/2016,27.01
1/11/2016,27.02
1/18/2016,22.34
1/25/2016,20.200001
2/1/2016,23.379999
2/8/2016,25.4
2/15/2016,20.530001
2/22/2016,19.809999
2/29/2016,16.860001
3/7/2016,16.5
3/14/2016,14.02
3/21/2016,14.74
3/28/2016,13.1
4/4/2016,15.36
4/11/2016,13.62
4/18/2016,13.22
4/25/2016,15.7
5/2/2016,14.72
5/9/2016,15.04
5/16/2016,15.2
5/23/2016,13.12
5/30/2016,13.47
6/6/2016,17.030001
6/13/2016,19.41
6/20/2016,25.76
6/27/2016,14.77
7/4/2016,13.2
7/11/2016,12.67
7/18/2016,12.02
7/25/2016,11.87
8/1/2016,11.39
8/8/2016,11.55
8/15/2016,11.34
8/22/2016,13.65
8/29/2016,11.98
9/5/2016,17.5
9/12/2016,15.37
9/19/2016,12.29
9/26/2016,13.29
10/3/2016,13.48
10/10/2016,16.120001
10/17/2016,13.34
10/24/2016,16.190001
10/31/2016,22.51
11/7/2016,14.17
11/14/2016,12.85
11/21/2016,12.34
11/28/2016,14.12
12/5/2016,11.75
12/12/2016,12.2
12/19/2016,11.44
12/26/2016,14.04
1/2/2017,11.32
1/9/2017,11.23
1/16/2017,11.54
1/23/2017,10.58
1/30/2017,10.97
2/6/2017,10.85
2/13/2017,11.49
2/20/2017,11.47
2/27/2017,10.96
3/6/2017,11.66
3/13/2017,11.28
3/20/2017,12.96
3/27/2017,12.37
4/3/2017,12.87
4/10/2017,15.96
4/17/2017,14.63
4/24/2017,10.82
5/1/2017,10.57
5/8/2017,10.4
5/15/2017,12.04
5/22/2017,9.81
5/29/2017,9.75
6/5/2017,10.7
6/12/2017,10.38
6/19/2017,10.02
6/26/2017,11.18
7/3/2017,11.19
7/10/2017,9.51
7/17/2017,9.36
7/24/2017,10.29
7/31/2017,10.03
8/7/2017,15.51
8/14/2017,14.26
8/21/2017,11.28
8/28/2017,10.13
9/4/2017,12.12
9/11/2017,10.17
9/18/2017,9.59
9/25/2017,9.51
10/2/2017,9.65
10/9/2017,9.61
10/16/2017,9.97
10/23/2017,9.8
10/30/2017,9.14
11/6/2017,11.29
11/13/2017,11.43
11/20/2017,9.67
11/27/2017,11.43
12/4/2017,9.58
12/11/2017,9.42
12/18/2017,9.9
12/25/2017,11.04
1/1/2018,9.22
1/8/2018,10.16
1/15/2018,11.27
1/22/2018,11.08
1/29/2018,17.309999
2/5/2018,29.059999
2/12/2018,19.459999
2/19/2018,16.49
2/26/2018,19.59
3/5/2018,14.64
3/12/2018,15.8
3/19/2018,24.870001
3/26/2018,19.969999
4/2/2018,21.49
4/9/2018,17.41
4/16/2018,16.879999
4/23/2018,15.41
4/30/2018,14.77
5/7/2018,12.65
5/14/2018,13.42
5/21/2018,13.22
5/28/2018,13.46
6/4/2018,12.18
6/11/2018,11.98
6/18/2018,13.77
6/25/2018,16.09
7/2/2018,13.37
7/9/2018,12.18
7/16/2018,12.86
7/23/2018,13.03
7/30/2018,11.64
8/6/2018,13.16
8/13/2018,12.64
8/20/2018,11.99
8/27/2018,12.86
9/3/2018,14.88
9/10/2018,12.07
9/17/2018,11.68
9/24/2018,12.12
10/1/2018,14.82
10/8/2018,21.309999
10/15/2018,19.889999
10/22/2018,24.16
10/29/2018,19.51
11/5/2018,17.360001
11/12/2018,18.139999
11/19/2018,21.52
11/26/2018,18.07
12/3/2018,23.23
12/10/2018,21.629999
12/17/2018,30.110001
12/24/2018,28.34
12/31/2018,21.379999
1/7/2019,18.190001
1/14/2019,17.799999
1/21/2019,17.42
1/28/2019,16.139999
2/4/2019,15.72
2/11/2019,14.91
2/18/2019,13.51
2/25/2019,13.57
3/4/2019,16.049999
3/11/2019,12.88
3/18/2019,16.48
3/25/2019,13.71
4/1/2019,12.82
4/8/2019,12.01
4/15/2019,12.09
4/22/2019,12.73
4/29/2019,12.87
5/6/2019,16.040001
5/13/2019,15.96
5/20/2019,15.85
5/27/2019,18.709999
6/3/2019,16.299999
6/10/2019,15.28
6/17/2019,15.4
6/24/2019,15.08
7/1/2019,13.28
7/8/2019,12.39
7/15/2019,14.45
7/22/2019,12.16
7/29/2019,17.610001
8/5/2019,17.969999
8/12/2019,18.469999
8/19/2019,19.870001
8/26/2019,18.98
9/2/2019,15
9/9/2019,13.74
9/16/2019,15.32
9/23/2019,17.219999
9/30/2019,17.040001
10/7/2019,15.58
10/14/2019,14.25
10/21/2019,12.65
10/28/2019,12.3
11/4/2019,12.07
11/11/2019,12.05
11/18/2019,12.34
11/25/2019,12.62
12/2/2019,13.62
12/9/2019,12.63
12/16/2019,12.51
12/23/2019,13.43
12/30/2019,14.02
1/6/2020,12.56
1/13/2020,12.1
1/20/2020,14.56
1/27/2020,18.84
2/3/2020,15.47
2/10/2020,13.68
2/17/2020,17.08
2/24/2020,40.110001
3/2/2020,41.939999
3/9/2020,57.830002
3/16/2020,66.040001
3/23/2020,65.540001
3/30/2020,46.799999
4/6/2020,41.669998
4/13/2020,38.150002
4/20/2020,35.93
4/27/2020,37.189999
5/4/2020,27.98
5/11/2020,31.889999
5/18/2020,28.16
5/25/2020,27.51
6/1/2020,24.52
6/8/2020,36.09
6/15/2020,35.119999
6/22/2020,34.73
6/29/2020,27.68
7/6/2020,27.290001
7/13/2020,25.68
7/20/2020,25.84
7/27/2020,24.459999
8/3/2020,22.209999
8/10/2020,22.049999
8/17/2020,22.540001
8/24/2020,22.959999
8/31/2020,30.75
9/7/2020,26.870001
9/14/2020,25.83
9/21/2020,26.379999
9/28/2020,27.629999
10/5/2020,25
10/12/2020,27.41
10/19/2020,27.549999
10/26/2020,38.02
11/2/2020,24.860001
11/9/2020,23.1
11/16/2020,23.700001
11/23/2020,20.84
11/30/2020,20.790001
12/7/2020,23.309999
12/14/2020,21.57
12/21/2020,21.530001
12/28/2020,22.75
1/4/2021,21.559999
1/11/2021,24.34
1/18/2021,21.91
1/25/2021,33.09
2/1/2021,20.870001
2/8/2021,19.969999
2/15/2021,22.049999
2/22/2021,27.950001
3/1/2021,24.66
3/8/2021,20.690001
3/15/2021,20.950001
3/22/2021,18.860001
3/29/2021,17.33
4/5/2021,16.690001
4/12/2021,16.25
4/19/2021,17.33
4/26/2021,18.610001
5/3/2021,16.690001
5/10/2021,18.809999
5/17/2021,20.15
5/24/2021,16.76
5/31/2021,16.42
6/7/2021,15.65
6/14/2021,20.700001
6/21/2021,15.62
6/28/2021,15.07
7/5/2021,16.18
7/12/2021,18.450001
7/19/2021,17.200001
7/26/2021,18.24
8/2/2021,16.15
8/9/2021,15.45
8/16/2021,18.559999
8/23/2021,16.389999
8/30/2021,16.41
9/6/2021,20.950001
9/13/2021,20.809999
9/20/2021,17.75
9/27/2021,21.1
10/4/2021,18.77
10/11/2021,16.299999
10/18/2021,15.43
10/25/2021,16.26
11/1/2021,16.48
11/8/2021,16.290001
11/15/2021,17.91
11/22/2021,28.620001
11/29/2021,30.67
12/6/2021,18.690001
12/13/2021,21.57
12/20/2021,17.959999
12/27/2021,17.219999
1/3/2022,18.76
1/10/2022,19.190001
1/17/2022,28.85
1/24/2022,27.66
1/31/2022,23.219999
2/7/2022,27.360001
2/14/2022,27.75
2/21/2022,27.59
2/28/2022,31.98
3/7/2022,30.75
3/14/2022,23.870001
3/21/2022,20.809999
3/28/2022,19.629999
4/4/2022,21.16
4/11/2022,22.700001
4/18/2022,28.209999
4/25/2022,33.400002
5/2/2022,30.190001
5/9/2022,28.870001
5/16/2022,29.43
5/23/2022,25.719999
5/30/2022,24.790001
6/6/2022,27.75
6/13/2022,31.129999
6/20/2022,27.23
6/27/2022,26.700001
7/4/2022,24.639999
7/11/2022,24.23
7/18/2022,23.030001
7/25/2022,21.33
8/1/2022,21.15
8/8/2022,19.530001
8/15/2022,20.6
8/22/2022,25.559999
8/29/2022,25.469999
9/5/2022,22.790001
9/12/2022,26.299999
9/19/2022,29.92
9/26/2022,31.620001
10/3/2022,31.360001
10/10/2022,32.02
10/17/2022,29.690001
10/24/2022,25.75
10/31/2022,24.549999
11/7/2022,22.52
11/14/2022,23.120001
11/21/2022,20.5
11/28/2022,19.059999
12/5/2022,22.83
12/12/2022,22.620001
12/19/2022,20.870001
12/26/2022,21.67
1/2/2023,21.129999
1/9/2023,18.35
1/16/2023,19.85
1/23/2023,18.51
1/30/2023,18.33
2/6/2023,20.530001
2/13/2023,20.02
2/20/2023,21.67
2/27/2023,18.49
3/6/2023,24.799999
3/13/2023,25.51
3/20/2023,21.74
3/27/2023,18.700001
4/3/2023,18.4
4/10/2023,17.07
4/17/2023,16.77
4/24/2023,15.78
5/1/2023,17.190001
5/8/2023,17.030001
5/15/2023,16.809999
5/22/2023,17.950001
5/29/2023,14.6
6/5/2023,13.83
6/12/2023,13.54
6/19/2023,13.44
6/26/2023,13.59
7/3/2023,14.83
7/10/2023,13.34
7/17/2023,13.6
7/24/2023,13.33
7/31/2023,17.1
8/7/2023,14.84
8/14/2023,17.299999
8/21/2023,15.68
8/28/2023,13.09
9/4/2023,13.84
9/11/2023,13.79
9/18/2023,17.200001
9/25/2023,17.52
10/2/2023,17.450001
10/9/2023,19.32
10/16/2023,21.709999
10/23/2023,21.27
10/30/2023,14.91
11/6/2023,14.17
11/13/2023,13.8
11/20/2023,12.46
11/27/2023,12.69
